3 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 :30.0 
3 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 :0.0 
3 1:3.2 2:0.0 3:0.0 4:0.1 5:0.0 6:3.2 7:0.0 8:0.0 9:0.1 10:0.0 11:2.8 12:0.0 13:0.0 14:0.1 15:0.0 16:2.8 17:0.0 18:0.0 19:0.1 20:0.0 21:2.8 22:0.0 23:0.0 24:0.1 25:0.0 26:2.8 27:0.0 28:0.0 29:0.1 30:0.0 31:2.4 32:0.0 33:0.0 34:0.1 35:0.0 36:2.4 37:0.0 38:0.0 39:0.1 40:0.0 41:2.4 42:0.0 43:0.0 44:0.1 45:0.0 46:2.4 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:1.6 2:0.0 3:0.0 4:0.1 5:0.0 6:1.2 7:0.0 8:0.0 9:0.1 10:0.0 11:0.8 12:0.0 13:0.0 14:0.1 15:0.0 16:0.8 17:0.0 18:0.0 19:0.1 20:0.0 21:0.8 22:0.0 23:0.0 24:0.1 25:0.0 26:0.8 27:0.0 28:0.0 29:0.1 30:0.0 31:0.8 32:0.0 33:0.0 34:0.1 35:0.0 36:0.8 37:0.0 38:0.0 39:0.1 40:0.0 41:0.8 42:0.0 43:0.0 44:0.1 45:0.0 46:0.8 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:0.32 2:0.0 3:0.0 4:0.1 5:0.0 6:0.28 7:0.0 8:0.0 9:0.1 10:0.0 11:0.24 12:0.0 13:0.0 14:0.1 15:0.0 16:0.24 17:0.0 18:0.0 19:0.1 20:0.0 21:0.2 22:0.0 23:0.0 24:0.1 25:0.0 26:0.2 27:0.0 28:0.0 29:0.1 30:0.0 31:0.16 32:0.0 33:0.0 34:0.1 35:0.0 36:0.16 37:0.0 38:0.0 39:0.1 40:0.0 41:0.16 42:0.0 43:0.0 44:0.1 45:0.0 46:0.16 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:0.08 2:0.0 3:0.0 4:0.1 5:0.0 6:0.08 7:0.0 8:0.0 9:0.1 10:0.0 11:0.08 12:0.0 13:0.0 14:0.1 15:0.0 16:0.08 17:0.0 18:0.0 19:0.1 20:0.0 21:0.04 22:0.0 23:0.0 24:0.1 25:0.0 26:0.04 27:0.0 28:0.0 29:0.1 30:0.0 31:0.04 32:0.0 33:0.0 34:0.1 35:0.0 36:0.04 37:0.0 38:0.0 39:0.1 40:0.0 41:0.0 42:0.0 43:0.0 44:0.1 45:0.0 46:0.0 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:4.16 2:0.0 3:0.0 4:0.1 5:0.0 6:4.12 7:0.0 8:0.0 9:0.1 10:0.0 11:4.08 12:0.0 13:0.0 14:0.1 15:0.0 16:4.08 17:0.0 18:0.0 19:0.1 20:0.0 21:4.04 22:0.0 23:0.0 24:0.1 25:0.0 26:4.04 27:0.0 28:0.0 29:0.1 30:0.0 31:4.0 32:0.0 33:0.0 34:0.1 35:0.0 36:4.0 37:0.0 38:0.0 39:0.1 40:0.0 41:3.96 42:0.0 43:0.0 44:0.1 45:0.0 46:3.96 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:3.76 2:0.0 3:0.0 4:0.1 5:0.0 6:3.72 7:0.0 8:0.0 9:0.1 10:0.0 11:3.68 12:0.0 13:0.0 14:0.1 15:0.0 16:3.68 17:0.0 18:0.0 19:0.1 20:0.0 21:3.64 22:0.0 23:0.0 24:0.1 25:0.0 26:3.64 27:0.0 28:0.0 29:0.1 30:0.0 31:3.6 32:0.0 33:0.0 34:0.1 35:0.0 36:3.6 37:0.0 38:0.0 39:0.1 40:0.0 41:3.56 42:0.0 43:0.0 44:0.1 45:0.0 46:3.56 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:3.04 2:0.0 3:0.0 4:0.1 5:0.0 6:3.0 7:0.0 8:0.0 9:0.1 10:0.0 11:2.96 12:0.0 13:0.0 14:0.1 15:0.0 16:2.96 17:0.0 18:0.0 19:0.1 20:0.0 21:2.92 22:0.0 23:0.0 24:0.1 25:0.0 26:2.92 27:0.0 28:0.0 29:0.1 30:0.0 31:2.88 32:0.0 33:0.0 34:0.1 35:0.0 36:2.88 37:0.0 38:0.0 39:0.1 40:0.0 41:2.84 42:0.0 43:0.0 44:0.1 45:0.0 46:2.84 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:2.64 2:0.0 3:0.0 4:0.1 5:0.0 6:2.6 7:0.0 8:0.0 9:0.1 10:0.0 11:2.56 12:0.0 13:0.0 14:0.1 15:0.0 16:2.56 17:0.0 18:0.0 19:0.1 20:0.0 21:2.52 22:0.0 23:0.0 24:0.1 25:0.0 26:2.52 27:0.0 28:0.0 29:0.1 30:0.0 31:2.48 32:0.0 33:0.0 34:0.1 35:0.0 36:2.48 37:0.0 38:0.0 39:0.1 40:0.0 41:2.44 42:0.0 43:0.0 44:0.1 45:0.0 46:2.44 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:2.24 2:0.0 3:0.0 4:0.1 5:0.0 6:0.0 7:0.0 8:0.0 9:0.1 10:0.0 11:2.16 12:0.0 13:0.0 14:0.1 15:0.0 16:2.16 17:0.0 18:0.0 19:0.1 20:0.0 21:2.12 22:0.0 23:0.0 24:0.1 25:0.0 26:2.12 27:0.0 28:0.0 29:0.1 30:0.0 31:2.08 32:0.0 33:0.0 34:0.1 35:0.0 36:2.08 37:0.0 38:0.0 39:0.1 40:0.0 41:2.04 42:0.0 43:0.0 44:0.1 45:0.0 46:2.04 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:1.84 2:0.0 3:0.0 4:0.1 5:0.0 6:1.8 7:0.0 8:0.0 9:0.1 10:0.0 11:1.76 12:0.0 13:0.0 14:0.1 15:0.0 16:1.76 17:0.0 18:0.0 19:0.1 20:0.0 21:1.72 22:0.0 23:0.0 24:0.1 25:0.0 26:1.72 27:0.0 28:0.0 29:0.1 30:0.0 31:1.68 32:0.0 33:0.0 34:0.1 35:0.0 36:1.68 37:0.0 38:0.0 39:0.1 40:0.0 41:1.64 42:0.0 43:0.0 44:0.1 45:0.0 46:1.64 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:1.52 2:0.0 3:0.0 4:0.1 5:0.0 6:1.48 7:0.0 8:0.0 9:0.1 10:0.0 11:1.44 12:0.0 13:0.0 14:0.1 15:0.0 16:1.44 17:0.0 18:0.0 19:0.1 20:0.0 21:1.4 22:0.0 23:0.0 24:0.1 25:0.0 26:1.4 27:0.0 28:0.0 29:0.1 30:0.0 31:1.36 32:0.0 33:0.0 34:0.1 35:0.0 36:1.36 37:0.0 38:0.0 39:0.1 40:0.0 41:1.32 42:0.0 43:0.0 44:0.1 45:0.0 46:1.32 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:1.12 2:0.0 3:0.0 4:0.1 5:0.0 6:1.08 7:0.0 8:0.0 9:0.1 10:0.0 11:1.04 12:0.0 13:0.0 14:0.1 15:0.0 16:1.04 17:0.0 18:0.0 19:0.1 20:0.0 21:1.0 22:0.0 23:0.0 24:0.1 25:0.0 26:1.0 27:0.0 28:0.0 29:0.1 30:0.0 31:0.96 32:0.0 33:0.0 34:0.1 35:0.0 36:0.96 37:0.0 38:0.0 39:0.1 40:0.0 41:0.92 42:0.0 43:0.0 44:0.1 45:0.0 46:0.92 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:0.76 2:0.0 3:0.0 4:0.1 5:0.0 6:0.72 7:0.0 8:0.0 9:0.1 10:0.0 11:0.68 12:0.0 13:0.0 14:0.1 15:0.0 16:0.68 17:0.0 18:0.0 19:0.1 20:0.0 21:0.64 22:0.0 23:0.0 24:0.1 25:0.0 26:0.64 27:0.0 28:0.0 29:0.1 30:0.0 31:0.6 32:0.0 33:0.0 34:0.1 35:0.0 36:0.6 37:0.0 38:0.0 39:0.1 40:0.0 41:0.56 42:0.0 43:0.0 44:0.1 45:0.0 46:0.56 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:0.36 2:0.0 3:0.0 4:0.1 5:0.0 6:0.32 7:0.0 8:0.0 9:0.1 10:0.0 11:0.28 12:0.0 13:0.0 14:0.1 15:0.0 16:0.28 17:0.0 18:0.0 19:0.1 20:0.0 21:0.24 22:0.0 23:0.0 24:0.1 25:0.0 26:0.24 27:0.0 28:0.0 29:0.1 30:0.0 31:0.2 32:0.0 33:0.0 34:0.1 35:0.0 36:0.2 37:0.0 38:0.0 39:0.1 40:0.0 41:0.16 42:0.0 43:0.0 44:0.1 45:0.0 46:0.16 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:0.04 2:0.0 3:0.0 4:0.1 5:0.0 6:0.04 7:0.0 8:0.0 9:0.1 10:0.0 11:0.04 12:0.0 13:0.0 14:0.1 15:0.0 16:0.04 17:0.0 18:0.0 19:0.1 20:0.0 21:0.04 22:0.0 23:0.0 24:0.1 25:0.0 26:0.04 27:0.0 28:0.0 29:0.1 30:0.0 31:0.04 32:0.0 33:0.0 34:0.1 35:0.0 36:0.04 37:0.0 38:0.0 39:0.1 40:0.0 41:0.04 42:0.0 43:0.0 44:0.1 45:0.0 46:0.04 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:0.04 2:0.0 3:0.0 4:0.1 5:0.0 6:0.04 7:0.0 8:0.0 9:0.1 10:0.0 11:0.04 12:0.0 13:0.0 14:0.1 15:0.0 16:0.04 17:0.0 18:0.0 19:0.1 20:0.0 21:0.04 22:0.0 23:0.0 24:0.1 25:0.0 26:0.04 27:0.0 28:0.0 29:0.1 30:0.0 31:0.04 32:0.0 33:0.0 34:0.1 35:0.0 36:0.04 37:0.0 38:0.0 39:0.1 40:0.0 41:0.04 42:0.0 43:0.0 44:0.1 45:0.0 46:0.04 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:0.04 2:0.0 3:0.0 4:0.1 5:0.0 6:0.04 7:0.0 8:0.0 9:0.1 10:0.0 11:0.04 12:0.0 13:0.0 14:0.1 15:0.0 16:0.04 17:0.0 18:0.0 19:0.1 20:0.0 21:0.04 22:0.0 23:0.0 24:0.1 25:0.0 26:0.04 27:0.0 28:0.0 29:0.1 30:0.0 31:0.04 32:0.0 33:0.0 34:0.1 35:0.0 36:0.04 37:0.0 38:0.0 39:0.1 40:0.0 41:0.04 42:0.0 43:0.0 44:0.1 45:0.0 46:0.04 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:1.6 2:0.0 3:0.0 4:0.1 5:0.0 6:1.6 7:0.0 8:0.0 9:0.1 10:0.0 11:1.6 12:0.0 13:0.0 14:0.1 15:0.0 16:1.6 17:0.0 18:0.0 19:0.1 20:0.0 21:1.6 22:0.0 23:0.0 24:0.1 25:0.0 26:1.6 27:0.0 28:0.0 29:0.1 30:0.0 31:1.6 32:0.0 33:0.0 34:0.1 35:0.0 36:1.6 37:0.0 38:0.0 39:0.1 40:0.0 41:1.6 42:0.0 43:0.0 44:0.1 45:0.0 46:1.6 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:1.6 2:0.0 3:0.0 4:0.1 5:0.0 6:1.6 7:0.0 8:0.0 9:0.1 10:0.0 11:2.0 12:0.0 13:0.0 14:0.1 15:0.0 16:2.0 17:0.0 18:0.0 19:0.1 20:0.0 21:2.0 22:0.0 23:0.0 24:0.1 25:0.0 26:2.0 27:0.0 28:0.0 29:0.1 30:0.0 31:2.0 32:0.0 33:0.0 34:0.1 35:0.0 36:2.0 37:0.0 38:0.0 39:0.1 40:0.0 41:2.0 42:0.0 43:0.0 44:0.1 45:0.0 46:2.0 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:2.0 2:0.0 3:0.0 4:0.1 5:0.0 6:2.4 7:0.0 8:0.0 9:0.1 10:0.0 11:2.4 12:0.0 13:0.0 14:0.1 15:0.0 16:2.4 17:0.0 18:0.0 19:0.1 20:0.0 21:2.4 22:0.0 23:0.0 24:0.1 25:0.0 26:2.4 27:0.0 28:0.0 29:0.1 30:0.0 31:2.4 32:0.0 33:0.0 34:0.1 35:0.0 36:2.4 37:0.0 38:0.0 39:0.1 40:0.0 41:2.8 42:0.0 43:0.0 44:0.1 45:0.0 46:2.8 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:2.8 2:0.0 3:0.0 4:0.1 5:0.0 6:2.8 7:0.0 8:0.0 9:0.1 10:0.0 11:2.8 12:0.0 13:0.0 14:0.1 15:0.0 16:2.8 17:0.0 18:0.0 19:0.1 20:0.0 21:2.8 22:0.0 23:0.0 24:0.1 25:0.0 26:2.8 27:0.0 28:0.0 29:0.1 30:0.0 31:2.8 32:0.0 33:0.0 34:0.1 35:0.0 36:2.8 37:0.0 38:0.0 39:0.1 40:0.0 41:3.2 42:0.0 43:0.0 44:0.1 45:0.0 46:3.2 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:3.2 2:0.0 3:0.0 4:0.1 5:0.0 6:2.8 7:0.0 8:0.0 9:0.1 10:0.0 11:2.8 12:0.0 13:0.0 14:0.1 15:0.0 16:2.8 17:0.0 18:0.0 19:0.1 20:0.0 21:2.4 22:0.0 23:0.0 24:0.1 25:0.0 26:2.4 27:0.0 28:0.0 29:0.1 30:0.0 31:2.0 32:0.0 33:0.0 34:0.1 35:0.0 36:2.0 37:0.0 38:0.0 39:0.1 40:0.0 41:2.0 42:0.0 43:0.0 44:0.1 45:0.0 46:2.0 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:2.0 2:0.0 3:0.0 4:0.1 5:0.0 6:2.0 7:0.0 8:0.0 9:0.1 10:0.0 11:2.0 12:0.0 13:0.0 14:0.1 15:0.0 16:2.0 17:0.0 18:0.0 19:0.1 20:0.0 21:2.0 22:0.0 23:0.0 24:0.1 25:0.0 26:2.0 27:0.0 28:0.0 29:0.1 30:0.0 31:2.0 32:0.0 33:0.0 34:0.1 35:0.0 36:2.0 37:0.0 38:0.0 39:0.1 40:0.0 41:1.6 42:0.0 43:0.0 44:0.1 45:0.0 46:1.6 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:1.6 2:0.0 3:0.0 4:0.1 5:0.0 6:2.0 7:0.0 8:0.0 9:0.1 10:0.0 11:2.0 12:0.0 13:0.0 14:0.1 15:0.0 16:2.0 17:0.0 18:0.0 19:0.1 20:0.0 21:2.0 22:0.0 23:0.0 24:0.1 25:0.0 26:2.0 27:0.0 28:0.0 29:0.1 30:0.0 31:2.0 32:0.0 33:0.0 34:0.1 35:0.0 36:2.0 37:0.0 38:0.0 39:0.1 40:0.0 41:2.0 42:0.0 43:0.0 44:0.1 45:0.0 46:2.0 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:1.64 2:0.0 3:0.0 4:0.1 5:0.0 6:1.6 7:0.0 8:0.0 9:0.1 10:0.0 11:1.56 12:0.0 13:0.0 14:0.1 15:0.0 16:1.52 17:0.0 18:0.0 19:0.1 20:0.0 21:1.48 22:0.0 23:0.0 24:0.1 25:0.0 26:1.44 27:0.0 28:0.0 29:0.1 30:0.0 31:1.44 32:0.0 33:0.0 34:0.1 35:0.0 36:1.44 37:0.0 38:0.0 39:0.1 40:0.0 41:1.4 42:0.0 43:0.0 44:0.1 45:0.0 46:1.36 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:1.36 2:0.0 3:0.0 4:0.1 5:0.0 6:1.28 7:0.0 8:0.0 9:0.1 10:0.0 11:1.24 12:0.0 13:0.0 14:0.1 15:0.0 16:1.2 17:0.0 18:0.0 19:0.1 20:0.0 21:1.16 22:0.0 23:0.0 24:0.1 25:0.0 26:1.12 27:0.0 28:0.0 29:0.1 30:0.0 31:1.08 32:0.0 33:0.0 34:0.1 35:0.0 36:1.08 37:0.0 38:0.0 39:0.1 40:0.0 41:1.08 42:0.0 43:0.0 44:0.1 45:0.0 46:1.04 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:0.6 2:0.0 3:0.0 4:0.1 5:0.0 6:0.6 7:0.0 8:0.0 9:0.1 10:0.0 11:0.56 12:0.0 13:0.0 14:0.1 15:0.0 16:0.52 17:0.0 18:0.0 19:0.1 20:0.0 21:0.48 22:0.0 23:0.0 24:0.1 25:0.0 26:0.44 27:0.0 28:0.0 29:0.1 30:0.0 31:0.44 32:0.0 33:0.0 34:0.1 35:0.0 36:0.44 37:0.0 38:0.0 39:0.1 40:0.0 41:0.44 42:0.0 43:0.0 44:0.1 45:0.0 46:0.44 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:0.44 2:0.0 3:0.0 4:0.1 5:0.0 6:0.36 7:0.0 8:0.0 9:0.1 10:0.0 11:0.32 12:0.0 13:0.0 14:0.1 15:0.0 16:0.32 17:0.0 18:0.0 19:0.1 20:0.0 21:0.32 22:0.0 23:0.0 24:0.1 25:0.0 26:0.32 27:0.0 28:0.0 29:0.1 30:0.0 31:0.32 32:0.0 33:0.0 34:0.1 35:0.0 36:0.28 37:0.0 38:0.0 39:0.1 40:0.0 41:0.24 42:0.0 43:0.0 44:0.1 45:0.0 46:0.2 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:0.2 2:0.0 3:0.0 4:0.1 5:0.0 6:0.2 7:0.0 8:0.0 9:0.1 10:0.0 11:0.2 12:0.0 13:0.0 14:0.1 15:0.0 16:0.16 17:0.0 18:0.0 19:0.1 20:0.0 21:0.12 22:0.0 23:0.0 24:0.1 25:0.0 26:0.08 27:0.0 28:0.0 29:0.1 30:0.0 31:0.08 32:0.0 33:0.0 34:0.1 35:0.0 36:0.08 37:0.0 38:0.0 39:0.1 40:0.0 41:0.08 42:0.0 43:0.0 44:0.1 45:0.0 46:0.04 47:0.0 48:0.0 49:0.1 50:0.0 
1 1:0.0 2:0.0 3:0.0 4:0.1 5:0.0 6:0.0 7:0.0 8:0.0 9:0.1 10:0.0 11:0.0 12:0.0 13:0.0 14:0.1 15:0.0 16:0.4 17:0.0 18:0.0 19:0.1 20:0.0 21:0.4 22:0.0 23:0.0 24:0.1 25:0.0 26:0.4 27:0.0 28:0.0 29:0.1 30:0.0 31:0.4 32:0.0 33:0.0 34:0.1 35:0.0 36:0.4 37:0.0 38:0.0 39:0.1 40:0.0 41:0.4 42:0.0 43:0.0 44:0.1 45:0.0 46:0.4 47:0.0 48:0.0 49:0.1 50:0.0 
1 1:0.8 2:0.0 3:0.0 4:0.1 5:0.0 6:0.8 7:0.0 8:0.0 9:0.1 10:0.0 11:0.8 12:0.0 13:0.0 14:0.1 15:0.0 16:0.8 17:0.0 18:0.0 19:0.1 20:0.0 21:0.8 22:0.0 23:0.0 24:0.1 25:0.0 26:0.8 27:0.0 28:0.0 29:0.1 30:0.0 31:0.8 32:0.0 33:0.0 34:0.1 35:0.0 36:0.8 37:0.0 38:0.0 39:0.1 40:0.0 41:0.8 42:0.0 43:0.0 44:0.1 45:5.0 46:0.8 47:0.0 48:0.0 49:0.1 50:5.0 
1 1:0.8 2:0.0 3:0.0 4:0.1 5:5.0 6:0.8 7:0.0 8:0.0 9:0.1 10:0.0 11:0.8 12:0.0 13:0.0 14:0.1 15:0.0 16:0.8 17:0.0 18:0.0 19:0.1 20:0.0 21:0.8 22:0.0 23:0.0 24:0.1 25:0.0 26:0.8 27:0.0 28:0.0 29:0.1 30:0.0 31:1.2 32:0.0 33:0.0 34:0.1 35:0.0 36:1.2 37:0.0 38:0.0 39:0.1 40:0.0 41:1.2 42:0.0 43:0.0 44:0.1 45:0.0 46:1.2 47:0.0 48:0.0 49:0.1 50:0.0 
1 1:1.16 2:0.0 3:0.0 4:0.1 5:0.0 6:1.16 7:0.0 8:0.0 9:0.1 10:0.0 11:1.16 12:0.0 13:0.0 14:0.1 15:0.0 16:0.76 17:0.0 18:0.0 19:0.1 20:0.0 21:0.76 22:0.0 23:0.0 24:0.1 25:0.0 26:0.36 27:0.0 28:0.0 29:0.1 30:0.0 31:0.36 32:0.0 33:0.0 34:0.1 35:0.0 36:0.0 37:0.0 38:0.0 39:0.1 40:0.0 41:0.0 42:0.0 43:0.0 44:0.1 45:0.0 46:0.0 47:0.0 48:0.0 49:0.1 50:0.0 
3 1:0.0 2:0.0 3:0.0 4:0.1 5:0.0 6:0.0 7:0.0 8:0.0 9:0.1 10:0.0 11:0.0 12:0.0 13:0.0 14:0.1 15:0.0 16:0.0 17:0.0 18:0.0 19:0.1 20:0.0 21:0.0 22:0.0 23:0.0 24:0.1 25:0.0 26:0.0 27:0.0 28:0.0 29:0.1 30:0.0 31:0.0 32:0.0 33:0.0 34:0.1 35:0.0 36:0.0 37:0.0 38:0.0 39:0.1 40:0.0 41:0.0 42:0.0 43:0.0 44:0.1 45:0.0 46:0.0 47:0.0 48:0.0 49:0.1 50:0.0 
